ride_id,seat_number,payment_method,payment_receipt,travel_date,travel_time,travel_from,travel_to,car_type,max_capacity
10075,3A,Mpesa,FIL4WDROVL,2018-02-08,7:00,Keroka,Nairobi,Bus,49
10073,9,Mpesa,BVSYTULXMG,2018-01-10,8:20,Kisii,Nairobi,shuttle,11
10073,10,Mpesa,7BOLRL8LZF,2018-01-10,8:20,Kisii,Nairobi,shuttle,11
10076,9,Mpesa,DU3REQM5MX,2018-01-10,8:10,Kisii,Nairobi,shuttle,11
10076,8,Mpesa,AF1L1WKKDK,2018-01-10,8:10,Kisii,Nairobi,shuttle,11
10076,7,Mpesa,AV3EOA8FMO,2018-01-10,8:10,Kisii,Nairobi,shuttle,11
10076,6,Mpesa,YMCDQJGXAQ,2018-01-10,8:10,Kisii,Nairobi,shuttle,11
10076,5,Mpesa,GLXDXZ9SUJ,2018-01-10,8:10,Kisii,Nairobi,shuttle,11
10076,4,Mpesa,AVB3LTNCXN,2018-01-10,8:10,Kisii,Nairobi,shuttle,11
10076,3,Mpesa,FSUDWKQJUG,2018-01-10,8:10,Kisii,Nairobi,shuttle,11
10076,2,Mpesa,GYOHWAAK13,2018-01-10,8:10,Kisii,Nairobi,shuttle,11
10077,6,Mpesa,FVOUZMRT6P,2018-01-10,8:00,Kisii,Nairobi,shuttle,11
10077,5,Mpesa,KO9LZCZJZN,2018-01-10,8:00,Kisii,Nairobi,shuttle,11
10077,9,Mpesa,CZ4MAMIWGB,2018-01-10,8:00,Kisii,Nairobi,shuttle,11
10077,8,Mpesa,XADYWEMWZQ,2018-01-10,8:00,Kisii,Nairobi,shuttle,11
10077,10,Mpesa,PXSULKWC4R,2018-01-10,8:00,Kisii,Nairobi,shuttle,11
10077,7,Mpesa,38RGQ6ILUS,2018-01-10,8:00,Kisii,Nairobi,shuttle,11
10078,8,Mpesa,QEBU5VMDC4,2018-01-10,7:50,Kisii,Nairobi,shuttle,11
10078,9,Mpesa,6QSSSHI8JX,2018-01-10,7:50,Kisii,Nairobi,shuttle,11
10078,7,Mpesa,JJJXHCSC7A,2018-01-10,7:50,Kisii,Nairobi,shuttle,11
10078,6,Mpesa,B5CXTYXD6F,2018-01-10,7:50,Kisii,Nairobi,shuttle,11
10078,5,Mpesa,COVYCBUTSN,2018-01-10,7:50,Kisii,Nairobi,shuttle,11
10079,2,Mpesa,I4V0LN3TDE,2018-01-10,7:09,Kisii,Nairobi,shuttle,11
10080,7,Mpesa,DBHXRNJGGA,2018-01-10,7:40,Kisii,Nairobi,shuttle,11
10080,6,Mpesa,ZCQ94RPCT2,2018-01-10,7:40,Kisii,Nairobi,shuttle,11
10074,6,Mpesa,UOXSQF56GJ,2018-01-10,8:30,Kisii,Nairobi,shuttle,11
10080,10,Mpesa,UKLSOQOVVW,2018-01-10,7:40,Kisii,Nairobi,shuttle,11
10080,9,Mpesa,D25SR35VLD,2018-01-10,7:40,Kisii,Nairobi,shuttle,11
10080,8,Mpesa,2D3FUVE86R,2018-01-10,7:40,Kisii,Nairobi,shuttle,11
10081,3,Mpesa,X2JM6HGLQW,2018-01-10,7:00,Kisii,Nairobi,shuttle,11
10081,2,Mpesa,Z4S2NRPDIU,2018-01-10,7:00,Kisii,Nairobi,shuttle,11
10079,4,Mpesa,UOB6EZ4IGW,2018-01-10,7:09,Kisii,Nairobi,shuttle,11
10082,3A,Mpesa,HS5FUIWYZH,2018-02-08,19:05,Keroka,Nairobi,Bus,49
10079,3,Mpesa,DEI9H5FLZP,2018-01-10,7:09,Kisii,Nairobi,shuttle,11
10083,5,Mpesa,PC9ATOQNXT,2018-01-10,7:30,Kisii,Nairobi,shuttle,11
10083,7,Mpesa,F7UJBYHBYR,2018-01-10,7:30,Kisii,Nairobi,shuttle,11
10083,6,Mpesa,LYEK8NZAVH,2018-01-10,7:30,Kisii,Nairobi,shuttle,11
10083,10,Mpesa,R3E4XHWKZC,2018-01-10,7:30,Kisii,Nairobi,shuttle,11
10083,9,Mpesa,HV4GUESQSK,2018-01-10,7:30,Kisii,Nairobi,shuttle,11
10083,8,Mpesa,EBGCTYGFB0,2018-01-10,7:30,Kisii,Nairobi,shuttle,11
10083,4,Mpesa,7IGLECIIRH,2018-01-10,7:30,Kisii,Nairobi,shuttle,11
10083,3,Mpesa,48SBCRWLWV,2018-01-10,7:30,Kisii,Nairobi,shuttle,11
10069,10,Mpesa,VDENLJEGQO,2018-01-10,9:20,Kisii,Nairobi,shuttle,11
10069,6,Mpesa,MKYNO6OO6A,2018-01-10,9:20,Kisii,Nairobi,shuttle,11
10069,4,Mpesa,GFIQDAYPYR,2018-01-10,9:20,Kisii,Nairobi,shuttle,11
10069,3,Mpesa,KZ4VCPXQ8O,2018-01-10,9:20,Kisii,Nairobi,shuttle,11
10069,2,Mpesa,NQQCNUFXLH,2018-01-10,9:20,Kisii,Nairobi,shuttle,11
10084,21A,Mpesa,FNDGVBMHCB,2018-02-08,7:15,Rongo,Nairobi,Bus,49
10069,9,Mpesa,TCHBE8IITP,2018-01-10,9:20,Kisii,Nairobi,shuttle,11
10039,15A,Mpesa,XWFM9UYM3Z,2018-02-08,7:04,Rongo,Nairobi,Bus,49
10069,8,Mpesa,3VNOPCVIOY,2018-01-10,9:20,Kisii,Nairobi,shuttle,11
10069,7,Mpesa,KMNRUPYDDR,2018-01-10,9:20,Kisii,Nairobi,shuttle,11
10085,5,Mpesa,QVQMBAXKPI,2018-01-10,7:20,Kisii,Nairobi,shuttle,11
10045,13B,Mpesa,HJ3K12GIXY,2018-02-08,7:06,Kijauri,Nairobi,Bus,49
10085,4,Mpesa,L33XGUTVUC,2018-01-10,7:20,Kisii,Nairobi,shuttle,11
10085,3,Mpesa,I2OLESBSFS,2018-01-10,7:20,Kisii,Nairobi,shuttle,11
10085,2,Mpesa,CITQMZL1MG,2018-01-10,7:20,Kisii,Nairobi,shuttle,11
10085,9,Mpesa,7EUJ9YOP3W,2018-01-10,7:20,Kisii,Nairobi,shuttle,11
10085,8,Mpesa,TFP6YAZ8IP,2018-01-10,7:20,Kisii,Nairobi,shuttle,11
10042,8B,Mpesa,QV48CLATTA,2018-02-08,7:12,Migori,Nairobi,Bus,49
10085,7,Mpesa,Y28OY91Q1Z,2018-01-10,7:20,Kisii,Nairobi,shuttle,11
10085,6,Mpesa,8E1HZKKTCS,2018-01-10,7:20,Kisii,Nairobi,shuttle,11
10079,10,Mpesa,GBMRJQUHFB,2018-01-10,7:09,Kisii,Nairobi,shuttle,11
10079,7,Mpesa,SDYH8LSOYK,2018-01-10,7:09,Kisii,Nairobi,shuttle,11
10079,9,Mpesa,ARADTXWGGC,2018-01-10,7:09,Kisii,Nairobi,shuttle,11
10079,8,Mpesa,XSPFUSM8N5,2018-01-10,7:09,Kisii,Nairobi,shuttle,11
10081,10,Mpesa,BCLUP5WCGY,2018-01-10,7:00,Kisii,Nairobi,shuttle,11
10081,9,Mpesa,QQTTWOPCEH,2018-01-10,7:00,Kisii,Nairobi,shuttle,11
10081,8,Mpesa,EBIYMVDCGZ,2018-01-10,7:00,Kisii,Nairobi,shuttle,11
10081,7,Mpesa,RG5IKT5A48,2018-01-10,7:00,Kisii,Nairobi,shuttle,11
10081,4,Mpesa,RF8LZ7ZOK0,2018-01-10,7:00,Kisii,Nairobi,shuttle,11
10036,20A,Mpesa,G7RQJXK7C5,2018-02-08,7:05,Rongo,Nairobi,Bus,49
10079,6,Mpesa,DFEXOJ0UPK,2018-01-10,7:09,Kisii,Nairobi,shuttle,11
10079,5,Mpesa,BEYARMRCNS,2018-01-10,7:09,Kisii,Nairobi,shuttle,11
10086,5A,Mpesa,ZPRY9K8QAQ,2018-01-10,7:06,Kisii,Nairobi,Bus,49
10086,2B,Mpesa,IL8EGK4UHH,2018-01-10,7:06,Kisii,Nairobi,Bus,49
10086,1B,Mpesa,VIJW4QTAY2,2018-01-10,7:06,Kisii,Nairobi,Bus,49
10087,20A,Mpesa,TKSEINASYZ,2018-02-08,7:08,Rongo,Nairobi,Bus,49
10039,17A,Mpesa,IGAMAV3XIA,2018-02-08,7:04,Rongo,Nairobi,Bus,49
10040,19A,Mpesa,UVW0Y0PWVE,2018-02-08,7:04,Homa Bay,Nairobi,Bus,49
10037,4B,Mpesa,IFB2VV417B,2018-02-08,19:07,Sirare,Nairobi,Bus,49
10067,18B,Mpesa,CPKX2ZEJJT,2018-02-08,7:08,Awendo,Nairobi,Bus,49
10088,6A,Mpesa,H5OTEMJV6J,2018-02-08,7:08,Migori,Nairobi,Bus,49
10067,16B,Mpesa,B3RY2V0RQL,2018-02-08,7:08,Awendo,Nairobi,Bus,49
10040,8A,Mpesa,VUR7ZT44M8,2018-02-08,7:04,Homa Bay,Nairobi,Bus,49
10042,6B,Mpesa,ZWBZ7FWOZD,2018-02-08,7:12,Migori,Nairobi,Bus,49
10089,12B,Mpesa,AMAQCF2ZV9,2018-02-08,7:15,Migori,Nairobi,Bus,49
10067,15B,Mpesa,HZZPUPKCFR,2018-02-08,7:08,Awendo,Nairobi,Bus,49
10090,18B,Mpesa,XC8QV3YGQV,2018-02-08,7:04,Kijauri,Nairobi,Bus,49
10040,9A,Mpesa,QLPWDE16DS,2018-02-08,7:04,Homa Bay,Nairobi,Bus,49
10040,6A,Mpesa,DZS4TGKOKK,2018-02-08,7:04,Homa Bay,Nairobi,Bus,49
10049,24A,Mpesa,AIKNY6PO95,2018-02-08,7:09,Rongo,Nairobi,Bus,49
10045,17B,Mpesa,RKY0WMMQFG,2018-02-08,7:06,Kijauri,Nairobi,Bus,49
10091,2,Mpesa,AGC9CORNJN,2018-02-08,6:20,Kijauri,Nairobi,shuttle,11
10036,23A,Mpesa,RJJXTAYNK0,2018-02-08,7:05,Rongo,Nairobi,Bus,49
10089,10B,Mpesa,BOIMWDKAT1,2018-02-08,7:15,Migori,Nairobi,Bus,49
10092,13A,Mpesa,DT0UIYNSYT,2018-02-08,7:08,Kehancha,Nairobi,Bus,49
10089,17A,Mpesa,EYIVIGR0NC,2018-02-08,7:15,Migori,Nairobi,Bus,49
10037,12A,Mpesa,YDFUFUQ9IX,2018-02-08,19:07,Sirare,Nairobi,Bus,49
10037,11A,Mpesa,JJN0UKEIIL,2018-02-08,19:07,Sirare,Nairobi,Bus,49
10089,6A,Mpesa,TNWTRYGLUG,2018-02-08,7:15,Migori,Nairobi,Bus,49
10089,4A,Mpesa,N4E5AEKTKC,2018-02-08,7:15,Migori,Nairobi,Bus,49
10089,3A,Mpesa,RXBZDKOHSV,2018-02-08,7:15,Migori,Nairobi,Bus,49
10040,13A,Mpesa,LNZSLWPNHZ,2018-02-08,7:04,Homa Bay,Nairobi,Bus,49
10089,10A,Mpesa,T7ZBPHQT9D,2018-02-08,7:15,Migori,Nairobi,Bus,49
10039,24B,Mpesa,DUPZZMKIUB,2018-02-08,7:04,Rongo,Nairobi,Bus,49
10039,22B,Mpesa,I3V30VHDXX,2018-02-08,7:04,Rongo,Nairobi,Bus,49
10039,21B,Mpesa,BBFU0TUX7K,2018-02-08,7:04,Rongo,Nairobi,Bus,49
10092,11A,Mpesa,QLU5TDLJZQ,2018-02-08,7:08,Kehancha,Nairobi,Bus,49
10067,14B,Mpesa,0LPGRDLMZG,2018-02-08,7:08,Awendo,Nairobi,Bus,49
10067,13B,Mpesa,QVP2VOZNXG,2018-02-08,7:08,Awendo,Nairobi,Bus,49
10092,10A,Mpesa,OEHBUZJF0X,2018-02-08,7:08,Kehancha,Nairobi,Bus,49
10092,15A,Mpesa,VPPVG84LVX,2018-02-08,7:08,Kehancha,Nairobi,Bus,49
10092,9A,Mpesa,MYVWFSADCN,2018-02-08,7:08,Kehancha,Nairobi,Bus,49
10040,3A,Mpesa,LAU8NRVEVV,2018-02-08,7:04,Homa Bay,Nairobi,Bus,49
10042,4B,Mpesa,3OMRAJX2XH,2018-02-08,7:12,Migori,Nairobi,Bus,49
10092,14A,Mpesa,XWC8XCF5GS,2018-02-08,7:08,Kehancha,Nairobi,Bus,49
10039,4A,Mpesa,PYA3XRYLZ6,2018-02-08,7:04,Rongo,Nairobi,Bus,49
10039,14A,Mpesa,V2WVCS55KJ,2018-02-08,7:04,Rongo,Nairobi,Bus,49
10067,12B,Mpesa,8ONC1TSIWY,2018-02-08,7:08,Awendo,Nairobi,Bus,49
10058,7B,Mpesa,41BPGM9DFZ,2018-02-08,7:10,Rongo,Nairobi,Bus,49
10049,7B,Mpesa,HILDSCDLNZ,2018-02-08,7:09,Rongo,Nairobi,Bus,49
10040,11A,Mpesa,8Q4KAMYRXU,2018-02-08,7:04,Homa Bay,Nairobi,Bus,49
10067,6B,Mpesa,QVROVSIL02,2018-02-08,7:08,Awendo,Nairobi,Bus,49
10089,11A,Mpesa,3ASCOYNHW4,2018-02-08,7:15,Migori,Nairobi,Bus,49
10040,7A,Mpesa,W4SF7NQNUD,2018-02-08,7:04,Homa Bay,Nairobi,Bus,49
10036,15B,Mpesa,KSCZDDQ9JX,2018-02-08,7:05,Rongo,Nairobi,Bus,49
10036,8A,Mpesa,ABTLO0R2LK,2018-02-08,7:05,Rongo,Nairobi,Bus,49
10088,5A,Mpesa,UB0AGSF0PY,2018-02-08,7:08,Migori,Nairobi,Bus,49
10094,10B,Mpesa,VWTBREEYTP,2018-02-08,7:00,Sirare,Nairobi,Bus,49
10089,3B,Mpesa,5NY9K5THJL,2018-02-08,7:15,Migori,Nairobi,Bus,49
10049,8B,Mpesa,K0Z4T1NZX4,2018-02-08,7:09,Rongo,Nairobi,Bus,49
10041,11A,Mpesa,G2C4NF3WLL,2018-02-08,7:09,Homa Bay,Nairobi,Bus,49
10094,6B,Mpesa,TQITZZUBXP,2018-02-08,7:00,Sirare,Nairobi,Bus,49
10089,9A,Mpesa,VTEXWJJLLA,2018-02-08,7:15,Migori,Nairobi,Bus,49
10042,11A,Mpesa,PLAGRCJ8WG,2018-02-08,7:12,Migori,Nairobi,Bus,49
10094,2B,Mpesa,CXKHU9MHJG,2018-02-08,7:00,Sirare,Nairobi,Bus,49
10092,8B,Mpesa,F1DG2HYC1Q,2018-02-08,7:08,Kehancha,Nairobi,Bus,49
10042,17A,Mpesa,3HPUQ2HSX6,2018-02-08,7:12,Migori,Nairobi,Bus,49
10036,22A,Mpesa,NUBNVQGQOK,2018-02-08,7:05,Rongo,Nairobi,Bus,49
10036,21A,Mpesa,ZPGSHQGAYA,2018-02-08,7:05,Rongo,Nairobi,Bus,49
10040,5A,Mpesa,NQMN786LTC,2018-02-08,7:04,Homa Bay,Nairobi,Bus,49
10036,16B,Mpesa,PD9VGUDKNH,2018-02-08,7:05,Rongo,Nairobi,Bus,49
10038,20A,Mpesa,MKY8WC9O5D,2018-02-08,7:05,Nyachenge,Nairobi,Bus,49
10067,11B,Mpesa,TK4VSJVMBH,2018-02-08,7:08,Awendo,Nairobi,Bus,49
10067,10B,Mpesa,GHDQEKSNCK,2018-02-08,7:08,Awendo,Nairobi,Bus,49
10067,9B,Mpesa,JSDPBE6KZX,2018-02-08,7:08,Awendo,Nairobi,Bus,49
10106,22A,Mpesa,MQW3HCAFBA,2018-02-09,7:05,Nyachenge,Nairobi,Bus,49
10106,14B,Mpesa,DOIZZKDI8H,2018-02-09,7:05,Nyachenge,Nairobi,Bus,49
10107,21B,Mpesa,WSLN961PZX,2018-02-09,7:04,Rongo,Nairobi,Bus,49
10109,21A,Mpesa,ZL1MSO2HQD,2018-02-09,7:13,Rongo,Nairobi,Bus,49
10110,20A,Mpesa,4CDOQGYBGM,2018-02-09,7:08,Awendo,Nairobi,Bus,49
10109,20A,Mpesa,CH9QNSTB2X,2018-02-09,7:13,Rongo,Nairobi,Bus,49
10111,15B,Mpesa,SE7KJ6GJPB,2018-02-09,7:09,Homa Bay,Nairobi,Bus,49
10111,17B,Mpesa,SRPOZPNXXX,2018-02-09,7:09,Homa Bay,Nairobi,Bus,49
10112,3B,Mpesa,EWEB9XYX1B,2018-02-09,19:07,Sirare,Nairobi,Bus,49
10112,7B,Mpesa,4QF2Y7CZU4,2018-02-09,19:07,Sirare,Nairobi,Bus,49
10113,1A,Mpesa,QQNZMBLUJW,2018-02-09,7:05,Rongo,Nairobi,Bus,49
10114,23A,Mpesa,5BXI2Q4XPV,2018-02-09,7:08,Rongo,Nairobi,Bus,49
10113,22B,Mpesa,EQXNCYSM02,2018-02-09,7:05,Rongo,Nairobi,Bus,49
10112,12A,Mpesa,L6QC1SEQGX,2018-02-09,19:07,Sirare,Nairobi,Bus,49
10112,18B,Mpesa,BYVIL0S9PI,2018-02-09,19:07,Sirare,Nairobi,Bus,49
10115,23A,Mpesa,LC0ABCRODM,2018-02-09,7:00,Rongo,Nairobi,Bus,49
10115,23B,Mpesa,XM25JVLJH9,2018-02-09,7:00,Rongo,Nairobi,Bus,49
10115,24B,Mpesa,VOT5YUNLHI,2018-02-09,7:00,Rongo,Nairobi,Bus,49
10115,24A,Mpesa,Y4QGWQBLTA,2018-02-09,7:00,Rongo,Nairobi,Bus,49
10111,10B,Mpesa,64UGMWNJ2A,2018-02-09,7:09,Homa Bay,Nairobi,Bus,49
10111,9B,Mpesa,KUE2JUVLWK,2018-02-09,7:09,Homa Bay,Nairobi,Bus,49
10112,9B,Mpesa,PTXYUCFMC5,2018-02-09,19:07,Sirare,Nairobi,Bus,49
10110,23B,Mpesa,BZZAKHKPDR,2018-02-09,7:08,Awendo,Nairobi,Bus,49
10110,8A,Mpesa,XJJ4LFEIDT,2018-02-09,7:08,Awendo,Nairobi,Bus,49
10112,3A,Mpesa,9JPSN2GEZV,2018-02-09,19:07,Sirare,Nairobi,Bus,49
10116,8A,Mpesa,PWTV7YLFQM,2018-02-09,7:14,Rongo,Nairobi,Bus,49
10112,14B,Mpesa,6U0NPHFDAT,2018-02-09,19:07,Sirare,Nairobi,Bus,49
10112,13A,Mpesa,JVIB8WKVWO,2018-02-09,19:07,Sirare,Nairobi,Bus,49
10112,13B,Mpesa,NE9U4BKFV1,2018-02-09,19:07,Sirare,Nairobi,Bus,49
10117,16A,Mpesa,MPLYXEQQ2V,2018-02-09,7:15,Awendo,Nairobi,Bus,49
10111,23A,Mpesa,QQK9J8AVUK,2018-02-09,7:09,Homa Bay,Nairobi,Bus,49
10113,25,Mpesa,9JEQQPGV9T,2018-02-09,7:05,Rongo,Nairobi,Bus,49
10110,13B,Mpesa,J5QKDXQAIL,2018-02-09,7:08,Awendo,Nairobi,Bus,49
10110,16B,Mpesa,EZ4JUVCTFE,2018-02-09,7:08,Awendo,Nairobi,Bus,49
10110,15B,Mpesa,Q392DNNZFY,2018-02-09,7:08,Awendo,Nairobi,Bus,49
10118,22B,Mpesa,BIELP5R20F,2018-02-09,7:12,Migori,Nairobi,Bus,49
10110,9B,Mpesa,WW5XAF5N74,2018-02-09,7:08,Awendo,Nairobi,Bus,49
10111,1B,Mpesa,488SXOKAZH,2018-02-09,7:09,Homa Bay,Nairobi,Bus,49
10110,17B,Mpesa,XWOYVY40PW,2018-02-09,7:08,Awendo,Nairobi,Bus,49
10113,24A,Mpesa,6F33PCEMP6,2018-02-09,7:05,Rongo,Nairobi,Bus,49
10110,12B,Mpesa,W5PCNOGKAX,2018-02-09,7:08,Awendo,Nairobi,Bus,49
10113,23A,Mpesa,JE8H2WVNSN,2018-02-09,7:05,Rongo,Nairobi,Bus,49
10112,12B,Mpesa,IVJACF2KLG,2018-02-09,19:07,Sirare,Nairobi,Bus,49
10118,14A,Mpesa,PSGT852JYZ,2018-02-09,7:12,Migori,Nairobi,Bus,49
10110,24B,Mpesa,DSMHOFWTNS,2018-02-09,7:08,Awendo,Nairobi,Bus,49
10118,16A,Mpesa,AJUD2EHR1G,2018-02-09,7:12,Migori,Nairobi,Bus,49
10110,18B,Mpesa,IJRJOTLOTA,2018-02-09,7:08,Awendo,Nairobi,Bus,49
10112,10B,Mpesa,UX76VJ0NIQ,2018-02-09,19:07,Sirare,Nairobi,Bus,49
10110,21B,Mpesa,NZDP8PHIMX,2018-02-09,7:08,Awendo,Nairobi,Bus,49
10118,1B,Mpesa,AVQ1EL2FSA,2018-02-09,7:12,Migori,Nairobi,Bus,49
10113,21B,Mpesa,2OQNCS6Z7C,2018-02-09,7:05,Rongo,Nairobi,Bus,49
10110,19B,Mpesa,6FMWKT22ZP,2018-02-09,7:08,Awendo,Nairobi,Bus,49
10113,16A,Mpesa,DEIMHWRWF0,2018-02-09,7:05,Rongo,Nairobi,Bus,49
10110,20B,Mpesa,STN3RNMMBW,2018-02-09,7:08,Awendo,Nairobi,Bus,49
10111,22B,Mpesa,K4GBE3DG2V,2018-02-09,7:09,Homa Bay,Nairobi,Bus,49
10111,21B,Mpesa,ZIHEWRAS7R,2018-02-09,7:09,Homa Bay,Nairobi,Bus,49
10120,12A,Mpesa,RC09B9DRML,2018-02-09,7:13,Kehancha,Nairobi,Bus,49
10120,8A,Mpesa,SSYOIOEEGA,2018-02-09,7:13,Kehancha,Nairobi,Bus,49
10120,2B,Mpesa,SNVDGWYQWM,2018-02-09,7:13,Kehancha,Nairobi,Bus,49
10118,23B,Mpesa,E2RVAV8ERF,2018-02-09,7:12,Migori,Nairobi,Bus,49
10112,8B,Mpesa,0IEQ0MZ3S9,2018-02-09,19:07,Sirare,Nairobi,Bus,49
10111,22A,Mpesa,CAAUURIJ0S,2018-02-09,7:09,Homa Bay,Nairobi,Bus,49
10111,21A,Mpesa,MNNBUXOEGA,2018-02-09,7:09,Homa Bay,Nairobi,Bus,49
10118,23A,Mpesa,MX7TLZXUTI,2018-02-09,7:12,Migori,Nairobi,Bus,49
10118,24A,Mpesa,VM2T4GBKWX,2018-02-09,7:12,Migori,Nairobi,Bus,49
10111,12A,Mpesa,FK93VHC0AF,2018-02-09,7:09,Homa Bay,Nairobi,Bus,49
10110,22B,Mpesa,KC4HRIIX0Z,2018-02-09,7:08,Awendo,Nairobi,Bus,49
10111,20A,Mpesa,WFKMD6W8QM,2018-02-09,7:09,Homa Bay,Nairobi,Bus,49
10112,6B,Mpesa,DXSPQ5UTQ9,2018-02-09,19:07,Sirare,Nairobi,Bus,49
10112,8A,Mpesa,RCHZLG0QIP,2018-02-09,19:07,Sirare,Nairobi,Bus,49
10110,15A,Mpesa,GBCFTULJL1,2018-02-09,7:08,Awendo,Nairobi,Bus,49
10111,19A,Mpesa,1RLCHHNVOI,2018-02-09,7:09,Homa Bay,Nairobi,Bus,49
10111,20B,Mpesa,V6SGCL3KFN,2018-02-09,7:09,Homa Bay,Nairobi,Bus,49
10111,19B,Mpesa,UWJBG8493O,2018-02-09,7:09,Homa Bay,Nairobi,Bus,49
10123,1,Mpesa,SP2SCOKBAG,2018-01-09,10:00,Kisii,Nairobi,shuttle,11
10118,19B,Mpesa,36MVBGUZAR,2018-02-09,7:12,Migori,Nairobi,Bus,49
10124,1,Mpesa,CY7SI7CTJ3,2018-01-09,9:50,Kisii,Nairobi,shuttle,11
10111,18A,Mpesa,U1ITMGZXUC,2018-02-09,7:09,Homa Bay,Nairobi,Bus,49
10125,3,Mpesa,TPGLAH3YT7,2018-01-09,9:20,Kisii,Nairobi,shuttle,11
10125,2,Mpesa,PVBGXB44CX,2018-01-09,9:20,Kisii,Nairobi,shuttle,11
10126,5,Mpesa,6OQJLRJCYY,2018-01-09,9:40,Kisii,Nairobi,shuttle,11
10111,16A,Mpesa,DIIEKMITGG,2018-02-09,7:09,Homa Bay,Nairobi,Bus,49
10127,4,Mpesa,LS3CBILMU5,2018-01-09,9:30,Kisii,Nairobi,shuttle,11
10127,3,Mpesa,XZSVBA7XQP,2018-01-09,9:30,Kisii,Nairobi,shuttle,11
10126,6,Mpesa,HZDOHE5HCW,2018-01-09,9:40,Kisii,Nairobi,shuttle,11
10128,18B,Mpesa,ZD1GWD0BKL,2018-02-09,7:04,Homa Bay,Nairobi,Bus,49
10128,17B,Mpesa,PYC4PMTDNC,2018-02-09,7:04,Homa Bay,Nairobi,Bus,49
10126,10,Mpesa,7L2TICDJLS,2018-01-09,9:40,Kisii,Nairobi,shuttle,11
10126,9,Mpesa,FX1NBYGCYU,2018-01-09,9:40,Kisii,Nairobi,shuttle,11
10126,8,Mpesa,9UEBI7OEMO,2018-01-09,9:40,Kisii,Nairobi,shuttle,11
10126,7,Mpesa,RGVTWHRIDZ,2018-01-09,9:40,Kisii,Nairobi,shuttle,11
10125,4,Mpesa,FLBSRHSG0Q,2018-01-09,9:20,Kisii,Nairobi,shuttle,11
10120,15A,Mpesa,BLMOAWQ44E,2018-02-09,7:13,Kehancha,Nairobi,Bus,49
10129,7,Mpesa,YLQITZAGF0,2018-02-09,5:30,Kijauri,Nairobi,shuttle,11
10130,1,Mpesa,ZF5ZSL2IY8,2018-01-09,8:40,Kisii,Nairobi,shuttle,11
10118,7A,Mpesa,YM47NM2PWE,2018-02-09,7:12,Migori,Nairobi,Bus,49
10111,16B,Mpesa,9FQCPXUD7A,2018-02-09,7:09,Homa Bay,Nairobi,Bus,49
10131,3,Mpesa,D4VYVHARRL,2018-01-09,8:50,Kisii,Nairobi,shuttle,11
10131,2,Mpesa,XHQPUDRNCU,2018-01-09,8:50,Kisii,Nairobi,shuttle,11
10130,4,Mpesa,MWBYTWT92E,2018-01-09,8:40,Kisii,Nairobi,shuttle,11
10130,3,Mpesa,AMJINVNAPI,2018-01-09,8:40,Kisii,Nairobi,shuttle,11
10132,3,Mpesa,A0VZBHHYLP,2018-01-09,10:10,Kisii,Nairobi,shuttle,11
10112,6A,Mpesa,SLHC4BLDTQ,2018-02-09,19:07,Sirare,Nairobi,Bus,49
10130,10,Mpesa,F46TAUQIHP,2018-01-09,8:40,Kisii,Nairobi,shuttle,11
10130,2,Mpesa,6OVQBIQIMN,2018-01-09,8:40,Kisii,Nairobi,shuttle,11
10123,2,Mpesa,YMA7CUCMP1,2018-01-09,10:00,Kisii,Nairobi,shuttle,11
10123,3,Mpesa,ND3IVZD42R,2018-01-09,10:00,Kisii,Nairobi,shuttle,11
10133,5,Mpesa,D13FUGNY3Y,2018-01-09,9:10,Kisii,Nairobi,shuttle,11
10131,4,Mpesa,Q8JNXMWY7P,2018-01-09,8:50,Kisii,Nairobi,shuttle,11
10134,2,Mpesa,JVY8CCMGTP,2018-01-09,8:30,Kisii,Nairobi,shuttle,11
10135,1X,Mpesa,HMUNMOSJW0,2018-01-09,10:20,Kisii,Nairobi,shuttle,11
10135,1,Mpesa,NMD6K1FCUI,2018-01-09,10:20,Kisii,Nairobi,shuttle,11
10134,4,Mpesa,LKSALGKQOS,2018-01-09,8:30,Kisii,Nairobi,shuttle,11
10112,15A,Mpesa,JHFKT3IDF3,2018-02-09,19:07,Sirare,Nairobi,Bus,49
10134,3,Mpesa,8PIQPXKJ3J,2018-01-09,8:30,Kisii,Nairobi,shuttle,11
10124,3,Mpesa,M01IBSA0XR,2018-01-09,9:50,Kisii,Nairobi,shuttle,11
10124,2,Mpesa,LMP1SK1P0E,2018-01-09,9:50,Kisii,Nairobi,shuttle,11
10136,10,Mpesa,LNNQKK8FYI,2018-01-09,8:10,Kisii,Nairobi,shuttle,11
10136,5,Mpesa,DZX9Z2DRBF,2018-01-09,8:10,Kisii,Nairobi,shuttle,11
10118,20A,Mpesa,W4TMKAJJNX,2018-02-09,7:12,Migori,Nairobi,Bus,49
10137,8,Mpesa,Y2UDAPPWLT,2018-01-09,10:50,Kisii,Nairobi,shuttle,11
10137,7,Mpesa,NN5DXSVTHN,2018-01-09,10:50,Kisii,Nairobi,shuttle,11
10137,6,Mpesa,8BIELPBJI9,2018-01-09,10:50,Kisii,Nairobi,shuttle,11
10138,4,Mpesa,P1WSARIP1B,2018-01-09,8:20,Kisii,Nairobi,shuttle,11
10138,3,Mpesa,X81KRG6PVQ,2018-01-09,8:20,Kisii,Nairobi,shuttle,11
